Winner,title_bout,weight_class,gender,no_of_rounds,B_current_streak,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_decision,B_win_finish,B_Stance,B_Height_cms,B_Reach_cms,R_current_streak,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_decision,R_win_finish,R_Stance,R_Height_cms,R_Reach_cms,R_age,B_age,streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,decision_dif,finish_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_match_weightclass_rank,R_match_weightclass_rank,better_rank,rank_diff,B_is_35plus,R_is_35plus,year
Red,False,Heavyweight,MALE,3,4,1.75,0.4775,0.5,4.25,0.455,0,11,0,2,2,Orthodox,185.42,185.42,1,3.62,0.574,0.0,0.4,0.1,2,10,0,1,2,Orthodox,193.04,195.58,34,35,3,1,2,1,0,1,0,-7.62,-10.16,-1,-18.7,0.5,3.85,20.0,20.0,neither,0.0,1.0,0.0,2012
Red,False,Lightweight,MALE,5,-1,2.706666667,0.354666667,0.866666667,3.2,0.421333333,6,39,0,4,5,Orthodox,170.18,177.8,-2,2.9,0.377272727,0.727272727,2.727272727,0.537272727,3,33,2,7,1,Orthodox,175.26,177.8,33,30,1,1,-3,6,-2,-3,4,-5.08,0.0,3,-1.93333333,0.13939394,0.472727273,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Lightweight,MALE,3,-2,3.575,0.459375,0.625,0.5625,0.175,7,39,0,4,5,Southpaw,170.18,177.8,-1,5.541666666999999,0.268333333,0.083333333,0.166666667,0.125,6,32,0,5,1,Orthodox,175.26,177.8,28,36,-1,3,-1,7,0,-1,4,-5.08,0.0,-8,-19.66666667,0.541666667,0.395833333,20.0,20.0,neither,0.0,1.0,0.0,2012
Red,False,Welterweight,MALE,3,2,1.175,0.6325,2.5,2.5,0.65,1,6,0,1,2,Orthodox,180.34,190.5,3,2.466666667,0.63,0.333333333,2.0,0.22,0,7,0,2,1,Southpaw,182.88,185.42,31,24,-1,0,-1,-1,0,-1,1,-2.54,5.08,7,-12.91666667,2.166666667,0.5,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Featherweight,MALE,3,1,3.0,0.52,0.5,1.5,1.0,1,4,0,0,1,Orthodox,172.72,177.8,1,5.485714286,0.418571429,0.0,0.714285714,0.357142857,2,19,1,4,1,Orthodox,172.72,175.26,27,28,0,-4,1,-15,-1,-4,0,0.0,2.54,-1,-24.85714286,0.5,0.785714286,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Featherweight,MALE,3,2,1.25,0.4,0.5,1.5,0.415,0,3,0,0,2,Orthodox,172.72,180.34,2,4.55,0.54,1.0,2.0,0.34,0,6,0,2,0,Orthodox,180.34,177.8,28,30,0,0,0,-3,0,-2,2,-7.62,2.54,-2,-33.0,-0.5,-0.5,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Middleweight,MALE,3,1,4.12,0.496,0.6,0.0,0.0,2,13,0,2,1,Orthodox,187.96,193.04,2,2.82,0.534,0.6,3.0,0.618,2,13,0,2,1,Southpaw,182.88,182.88,30,25,-1,0,0,0,0,0,0,5.08,10.16,5,13.0,0.0,-3.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,-1,0.4,0.57,0.0,0.0,0.0,1,1,0,0,0,Orthodox,172.72,183.0,2,2.908333333,0.586666667,1.25,1.166666667,0.455,5,27,0,2,5,Orthodox,182.88,190.5,31,31,-3,-7,4,-26,0,-2,-5,-10.16,-7.5,0,-25.08333333,-1.25,-1.166666667,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,-3,0.7666666667,0.62,0.0,0.333333333,0.053333333,3,6,0,0,0,Southpaw,177.8,193.04,-2,2.05,0.32,1.1,1.4,0.243,5,25,0,2,3,Orthodox,185.42,187.96,30,31,-1,-5,2,-19,0,-2,-3,-7.62,5.08,-1,-12.83333333,-1.1,-1.066666667,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Bantamweight,MALE,3,1,0.45,0.48,0.5,0.5,0.5,1,2,0,0,1,Orthodox,175.26,187.96,1,1.25,0.5,0.5,1.0,0.5,1,2,0,0,1,Orthodox,172.72,180.34,29,24,0,0,0,0,0,0,0,2.54,7.62,5,-8.0,0.0,-0.5,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Flyweight,MALE,3,-1,6.1,0.42,0.0,4.0,0.44,1,3,0,0,0,Orthodox,165.1,162.56,-2,4.725,0.4475,0.0,4.0,0.455,2,14,1,2,0,Orthodox,160.02,167.64,25,28,1,-2,1,-11,-1,-2,0,5.08,-5.08,-3,13.75,0.0,0.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,1,1.7333333329999998,0.578333333,0.0,3.0,0.408333333,2,15,0,4,0,Orthodox,177.8,182.88,-1,0.6,0.62,0.0,0.0,0.0,1,2,0,0,1,Orthodox,182.88,187.96,27,31,2,3,-1,13,0,4,-1,-5.08,-5.08,-4,11.33333333,0.0,3.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,2,3.2583333330000004,0.384166667,1.083333333,0.833333333,0.2425,6,28,0,2,4,Orthodox,180.34,182.88,1,2.0375,0.3925,1.0,1.25,0.1925,3,17,0,2,3,Orthodox,182.88,187.96,36,29,1,1,-3,11,0,0,1,-2.54,-5.08,7,12.20833333,0.083333333,-0.416666667,20.0,20.0,neither,0.0,0.0,1.0,2012
Red,False,Bantamweight,MALE,3,-1,4.333333333000001,0.426666667,0.0,2.0,0.666666667,1,7,0,1,1,Orthodox,165.1,167.64,-2,1.75,0.24,0.0,0.5,0.165,2,6,0,0,0,Orthodox,170.18,175.26,27,29,1,2,1,1,0,1,1,-5.08,-7.62,-2,25.83333333,0.0,1.5,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,-1,1.15,0.385,1.5,0.0,0.0,1,4,0,0,1,Orthodox,177.8,177.8,-1,4.0375,0.46375,0.375,2.625,0.40625,3,23,0,3,2,Orthodox,172.72,177.8,31,30,0,-4,2,-19,0,-3,-1,5.08,0.0,1,-28.875,1.125,-2.625,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,1,3.9,0.59,0.0,1.0,0.33,0,3,0,1,0,Southpaw,180.34,185.42,2,2.6666666670000003,0.406666667,1.666666667,0.333333333,0.066666667,1,7,0,0,2,Orthodox,190.5,187.96,30,23,-1,-1,1,-4,0,1,-2,-10.16,-2.54,7,12.33333333,-1.666666667,0.666666667,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Featherweight,MALE,3,-3,2.18,0.516,0.2,0.8,0.4,4,7,0,1,0,Orthodox,172.72,177.8,-2,3.8,0.355,0.5,0.333333333,0.11,4,15,0,1,1,Orthodox,177.8,175.26,32,30,-1,-1,0,-8,0,0,-1,-5.08,2.54,2,-16.2,-0.3,0.466666667,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Bantamweight,MALE,3,-1,6.8,0.4,0.0,0.0,0.0,1,3,0,0,0,Southpaw,172.72,170.18,-1,0.3,0.3,0.0,0.0,0.0,1,1,0,0,0,Orthodox,175.26,187.96,24,24,0,0,0,2,0,0,0,-2.54,-17.78,0,65.0,0.0,0.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Lightweight,MALE,3,1,5.0,0.45,0.0,4.0,0.26,0,3,0,1,0,Southpaw,172.72,177.8,1,8.3,0.48,0.0,0.0,0.0,0,3,0,1,0,Orthodox,187.96,190.5,28,30,0,0,0,0,0,0,0,-15.24,-12.7,-2,-33.0,0.0,4.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Lightweight,MALE,3,-1,2.8,0.41,0.0,0.0,0.0,1,3,0,0,0,Orthodox,175.26,165.1,-1,6.7,0.39,0.0,0.0,0.0,1,3,0,0,0,Southpaw,170.18,172.72,28,31,0,0,0,0,0,0,0,5.08,-7.62,-3,-39.0,0.0,0.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Welterweight,MALE,3,-2,4.9,0.303333333,0.333333333,0.333333333,0.11,2,7,0,1,0,Southpaw,182.88,193.04,-1,1.75,0.55,0.0,0.0,0.0,1,3,0,0,1,Orthodox,182.88,193.04,28,36,-1,0,-1,4,0,1,-1,0.0,0.0,-8,31.5,0.333333333,0.333333333,20.0,20.0,neither,0.0,1.0,0.0,2012
Blue,False,Welterweight,MALE,5,2,3.185714286,0.437857143,1.5,0.928571429,0.342857143,4,29,0,4,6,Orthodox,182.88,182.88,6,2.6571428569999997,0.465714286,0.428571429,2.285714286,0.615714286,1,16,0,2,4,Orthodox,175.26,180.34,27,30,-4,4,-3,13,0,2,2,7.62,2.54,-3,5.28571429,1.071428571,-1.357142857,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Featherweight,MALE,3,1,1.5,0.518333333,1.333333333,0.666666667,0.286666667,3,9,0,0,3,Orthodox,177.8,187.96,1,2.4333333329999998,0.496666667,0.0,1.666666667,0.426666667,1,7,1,1,1,Southpaw,182.88,185.42,26,22,0,1,-2,2,-1,-1,2,-5.08,2.54,4,-9.33333333,1.333333333,-1.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Featherweight,MALE,3,-1,0.4,0.57,0.0,0.0,0.0,1,1,0,0,0,Orthodox,172.72,175.26,-1,1.1,0.34,0.0,0.0,0.0,1,1,0,0,0,Orthodox,180.34,175.26,20,23,0,0,0,0,0,0,0,-7.62,0.0,-3,-7.0,0.0,0.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,True,Heavyweight,MALE,5,3,1.236842105,0.518947368,1.052631579,1.0,0.343157895,5,28,4,2,11,Southpaw,190.5,200.66,8,4.3625,0.53125,0.0,0.375,0.1875,0,14,1,2,6,Orthodox,193.04,195.58,28,33,-5,6,-5,14,3,0,5,-2.54,5.08,-5,-31.25657895,1.052631579,0.625,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Heavyweight,MALE,3,-1,5.3,0.625,0.0,0.5,0.5,1,4,0,0,1,Orthodox,193.04,193.04,-1,2.266666667,0.401666667,0.166666667,0.5,0.25,3,14,1,0,3,Orthodox,182.88,182.88,35,27,0,-2,2,-10,-1,0,-2,10.16,10.16,8,30.33333333,-0.166666667,0.0,20.0,20.0,neither,0.0,0.0,1.0,2012
Red,False,Heavyweight,MALE,3,2,5.2,0.62,0.0,0.0,0.0,0,2,0,0,2,Orthodox,193.04,208.28,2,1.8199999999999998,0.479,1.7,0.3,0.3,3,16,0,1,6,Orthodox,210.82,213.36,24,34,0,-5,3,-14,0,-1,-4,-17.78,-5.08,-10,33.8,-1.7,-0.3,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Featherweight,MALE,3,2,2.625,0.205,0.75,1.0,0.4775,1,8,0,2,1,Orthodox,177.8,180.34,1,1.9,0.48,1.0,1.0,1.0,0,1,1,0,1,Orthodox,170.18,172.72,24,28,1,2,-1,7,-1,2,0,7.62,7.62,-4,7.25,-0.25,0.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Lightweight,MALE,3,1,1.25,0.345,1.0,5.0,0.8,1,4,0,0,1,Orthodox,172.72,182.88,4,4.775,0.39,0.0,1.0,0.5,0,12,0,2,2,Orthodox,180.34,190.5,26,27,-3,-3,-1,-8,0,-2,-1,-7.62,-7.62,-1,-35.25,1.0,4.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Middleweight,MALE,3,-2,1.1,0.433333333,0.888888889,1.888888889,0.525555556,4,14,1,2,3,Orthodox,187.96,193.04,-2,2.15,0.305,0.0,1.0,0.125,2,6,0,0,0,Orthodox,185.42,182.88,31,28,0,5,-2,8,1,2,3,2.54,10.16,3,-10.5,0.888888889,0.888888889,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,-1,4.114285713999999,0.462857143,0.0,0.142857143,0.071428571,3,13,0,3,1,Orthodox,177.8,177.8,-4,2.7625,0.3,0.375,0.375,0.21875,4,22,1,3,1,Orthodox,182.88,187.96,30,33,3,0,1,-9,-1,0,0,-5.08,-10.16,-3,13.51785714,-0.375,-0.232142857,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Lightweight,MALE,3,2,0.2,0.31,3.5,0.0,0.0,0,2,0,0,2,Orthodox,182.88,185.42,5,1.685714286,0.38,1.857142857,2.714285714,0.48,2,19,0,5,0,Southpaw,175.26,180.34,31,23,-3,-3,2,-17,0,-5,2,7.62,5.08,8,-14.85714286,1.642857143,-2.714285714,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Featherweight,MALE,3,2,1.65,0.725,1.5,0.5,0.5,0,2,0,0,2,Orthodox,170.18,175.26,1,3.9,0.6,0.0,2.75,0.505,3,10,0,1,0,Orthodox,167.64,177.8,36,26,1,1,3,-8,0,-1,2,2.54,-2.54,10,-22.5,1.5,-2.25,20.0,20.0,neither,0.0,0.0,1.0,2012
Red,False,Featherweight,MALE,5,4,4.55,0.46,1.0,1.75,0.47,0,9,0,2,2,Southpaw,175.26,182.88,2,1.8,0.45,0.5,0.5,0.25,0,3,0,0,2,Orthodox,170.18,182.88,25,23,2,2,0,6,0,2,0,5.08,0.0,2,27.5,0.5,1.25,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,-1,4.2,0.66,0.0,3.0,1.0,1,3,0,0,0,Orthodox,177.8,183.0,-1,6.025,0.41625,0.25,0.5,0.25,3,19,1,3,2,Orthodox,177.8,187.96,31,23,0,-5,2,-16,-1,-3,-2,0.0,-4.96,8,-18.25,-0.25,2.5,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Lightweight,MALE,3,-1,3.169230769,0.454615385,0.615384615,1.384615385,0.401538462,6,34,0,3,4,Orthodox,172.72,180.34,-1,5.16,0.5,0.4,0.6,0.15,1,10,0,1,3,Orthodox,185.42,185.42,29,25,0,3,-5,24,0,2,1,-12.7,-5.08,4,-19.90769231,0.215384615,0.784615385,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Bantamweight,MALE,3,1,6.1,0.52,4.0,1.0,0.2,0,3,0,1,0,Orthodox,170.18,172.72,2,2.866666667,0.376666667,0.0,1.333333333,0.22,1,7,0,2,0,Orthodox,170.18,172.72,32,33,-1,-1,1,-4,0,-1,0,0.0,0.0,-1,32.33333333,4.0,-0.333333333,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Light Heavyweight,MALE,3,-1,8.35,0.63,2.0,1.0,0.5,1,6,0,0,1,Orthodox,185.42,190.5,2,2.016666667,0.483333333,0.166666667,0.833333333,0.276666667,3,12,0,0,3,Orthodox,182.88,193.04,33,32,-3,-2,2,-6,0,0,-2,2.54,-2.54,1,63.33333333,1.833333333,0.166666667,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Middleweight,MALE,3,-1,2.65,0.401666667,1.0,2.166666667,0.225,3,13,0,2,1,Southpaw,182.88,187.96,-1,0.9923076923,0.536153846,0.846153846,0.615384615,0.178461538,7,22,0,0,6,Orthodox,190.5,203.2,36,29,0,-3,4,-9,0,2,-5,-7.62,-15.24,7,16.57692308,0.153846154,1.551282052,20.0,20.0,neither,0.0,0.0,1.0,2012
Red,False,Middleweight,MALE,3,-1,5.266666667,0.563333333,0.666666667,1.666666667,0.7,2,8,0,0,1,Southpaw,177.8,180.34,-1,1.7666666670000002,0.536666667,0.0,1.333333333,0.25,1,7,0,1,1,Orthodox,185.42,187.96,24,27,0,-1,-1,1,0,-1,0,-7.62,-7.62,-3,35.0,0.666666667,0.333333334,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Lightweight,MALE,3,1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,Switch,180.34,182.88,1,2.828571429,0.492857143,0.571428571,1.571428571,0.42,3,19,0,2,2,Orthodox,177.8,182.88,28,30,0,-3,3,-18,0,-2,-2,2.54,0.0,-2,-28.28571429,-0.571428571,-1.571428571,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Lightweight,MALE,3,-2,1.95,0.245,0.0,0.5,0.165,2,6,0,0,0,Orthodox,172.72,172.72,-1,2.475,0.33,1.0,1.75,0.29375,4,21,0,2,2,Southpaw,172.72,177.8,27,39,-1,-4,2,-15,0,-2,-2,0.0,-5.08,-12,-5.25,-1.0,-1.25,20.0,20.0,neither,0.0,1.0,0.0,2012
Blue,False,Bantamweight,MALE,3,-1,2.8,0.32,1.0,0.0,0.0,1,3,0,0,0,Orthodox,170.18,180.34,-2,2.5,0.46,1.0,0.0,0.0,2,6,0,0,0,Orthodox,167.64,175.26,34,33,1,0,1,-3,0,0,0,2.54,5.08,1,3.0,0.0,0.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Bantamweight,MALE,3,-1,2.2,0.57,3.0,0.0,0.0,1,3,0,0,0,Orthodox,172.72,172.72,-1,0.6,0.75,0.0,0.0,0.0,1,1,0,0,0,Southpaw,172.72,180.34,28,30,0,0,0,2,0,0,0,0.0,-7.62,-2,16.0,3.0,0.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Lightweight,MALE,5,1,2.4,0.3275,2.25,1.583333333,0.430833333,2,29,0,4,6,Southpaw,172.72,180.34,2,4.473333333,0.432666667,1.2,0.933333333,0.365333333,5,34,1,2,8,Southpaw,182.88,193.04,27,28,-1,0,3,-5,-1,2,-2,-10.16,-12.7,-1,-20.73333333,1.05,0.65,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Welterweight,MALE,3,3,2.8,0.635,0.625,2.75,0.265,1,17,0,3,4,Southpaw,175.26,175.26,2,1.8850000000000002,0.4015,0.35,1.8,0.511,5,44,1,6,9,Orthodox,177.8,185.42,34,28,1,-8,4,-27,-1,-3,-5,-2.54,-10.16,6,9.15,0.275,0.95,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Middleweight,MALE,3,3,2.641666667,0.416666667,0.416666667,0.333333333,0.22,4,24,0,1,7,Orthodox,187.96,185.42,3,1.388888889,0.363333333,1.444444444,1.444444444,0.368888889,2,17,0,2,5,Orthodox,172.72,180.34,32,28,0,1,-2,7,0,-1,2,15.24,5.08,4,12.52777778,-1.027777777,-1.111111111,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Heavyweight,MALE,3,1,6.5,0.7,0.0,0.0,0.0,0,1,0,0,1,Orthodox,193.04,208.28,1,1.9875,0.5175,0.0,0.0,0.0,4,14,0,1,3,Orthodox,180.34,187.96,32,34,0,-3,4,-13,0,-1,-2,12.7,20.32,-2,45.125,0.0,0.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Lightweight,MALE,3,1,3.225,0.4025,0.0,0.5,0.5,2,8,1,1,1,Southpaw,177.8,185.42,3,3.766666667,0.393333333,0.333333333,1.0,0.553333333,0,5,1,1,2,Orthodox,180.34,193.04,28,25,-2,-1,-2,3,0,0,-1,-2.54,-7.62,3,-5.41666667,-0.333333333,-0.5,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,1,5.0,0.51,2.0,3.0,0.75,0,3,0,1,0,Orthodox,185.42,182.88,1,4.566666667,0.426666667,1.166666667,2.833333333,0.406666667,1,16,0,4,1,Orthodox,185.42,190.5,24,25,0,-4,1,-13,0,-3,-1,0.0,-7.62,-1,4.33333333,0.833333333,0.166666667,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Lightweight,MALE,3,1,5.5,0.68,0.0,1.0,0.16,0,2,0,0,1,Orthodox,180.34,182.88,2,3.3,0.59,0.0,3.75,0.5075,1,10,0,2,1,Orthodox,175.26,180.34,32,28,-1,-2,1,-8,0,-2,0,5.08,2.54,4,22.0,0.0,-2.75,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Featherweight,MALE,3,-1,1.433333333,0.456666667,0.666666667,0.0,0.0,1,4,0,0,2,Orthodox,185.42,185.42,-1,2.5,0.32,0.0,1.0,1.0,1,1,1,0,0,Orthodox,167.64,167.64,25,28,0,2,0,3,-1,0,2,17.78,17.78,-3,-10.66666667,0.666666667,-1.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Bantamweight,MALE,3,1,1.1,0.47,0.0,0.0,0.0,0,1,0,0,1,Orthodox,170.18,178.0,1,3.6,0.67,2.0,2.0,0.4,0,3,0,0,1,Orthodox,175.26,180.34,28,28,0,0,0,-2,0,0,0,-5.08,-2.34,0,-25.0,-2.0,-2.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Middleweight,MALE,3,-1,1.4,0.376666667,0.666666667,0.666666667,0.333333333,2,7,0,0,1,Orthodox,182.88,190.5,-1,1.7166666670000001,0.308333333,0.833333333,1.5,0.291666667,4,12,0,1,1,Southpaw,187.96,185.42,29,26,0,-1,2,-5,0,-1,0,-5.08,5.08,3,-3.16666667,-0.166666666,-0.833333333,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,True,Light Heavyweight,MALE,5,4,2.75,0.381428571,0.0,3.428571429,0.462857143,2,39,3,7,5,Orthodox,182.88,190.5,6,3.62,0.558,0.7,2.1,0.659,1,22,3,2,7,Orthodox,193.04,213.36,24,32,-2,3,-1,17,0,5,-2,-10.16,-22.86,-8,-8.7,-0.7,1.328571429,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,1,1.1,0.68,0.0,0.0,0.0,0,1,0,0,1,Orthodox,185.42,193.04,2,2.575,0.4725,1.0,3.0,0.4325,1,8,0,1,2,Orthodox,182.88,193.04,22,29,-1,-2,1,-7,0,-1,-1,2.54,0.0,-7,-14.75,-1.0,-3.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Heavyweight,MALE,3,-1,2.2,0.376666667,0.666666667,2.333333333,0.283333333,2,8,0,1,0,Orthodox,193.04,198.12,-1,2.516666667,0.458333333,0.0,0.666666667,0.083333333,2,10,1,1,3,Orthodox,193.04,198.12,29,30,0,-3,0,-2,-1,0,-3,0.0,0.0,-1,-3.16666667,0.666666667,1.666666666,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Bantamweight,MALE,3,3,3.1666666670000003,0.48,1.0,2.0,0.5,0,7,0,2,1,Orthodox,175.26,177.8,1,4.9,0.473333333,1.0,0.0,0.0,1,9,0,2,0,Orthodox,175.26,193.04,31,21,2,1,1,-2,0,0,1,0.0,-15.24,10,-17.33333333,0.0,2.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Featherweight,MALE,3,-1,1.0,0.38,2.0,0.0,0.0,1,3,0,0,0,Orthodox,170.18,175.0,-2,2.9,0.318,0.2,0.2,0.1,2,12,1,1,2,Orthodox,172.72,172.72,29,33,1,-3,1,-9,-1,-1,-2,-2.54,2.28,-4,-19.0,1.8,-0.2,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Lightweight,MALE,3,-3,1.033333333,0.313333333,1.0,0.666666667,0.066666667,3,8,1,0,0,Orthodox,177.8,182.88,1,1.8399999999999999,0.39,1.2,2.8,0.581,4,22,0,2,4,Orthodox,172.72,190.5,30,32,-4,-6,1,-14,1,-2,-4,5.08,-7.62,-2,-8.06666667,-0.2,-2.133333333,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Welterweight,MALE,3,1,2.2,0.57,0.0,0.0,0.0,0,1,0,0,1,Orthodox,182.88,190.5,1,2.845454545,0.598181818,1.272727273,0.818181818,0.461818182,5,24,0,1,5,Orthodox,182.88,190.5,31,29,0,-5,5,-23,0,-1,-4,0.0,0.0,2,-6.45454545,-1.272727273,-0.818181818,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Lightweight,MALE,3,-1,7.733333333,0.453333333,0.333333333,1.0,0.553333333,2,9,0,1,0,Orthodox,185.42,190.5,-1,4.133333333,0.363333333,0.0,0.0,0.0,1,7,0,1,1,Orthodox,172.72,172.72,26,32,0,-1,-1,2,0,0,-1,12.7,17.78,-6,36.0,0.333333333,1.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Lightweight,MALE,3,-2,2.45,0.358333333,1.0,1.333333333,0.311666667,3,16,1,2,1,Orthodox,175.26,177.8,-1,3.1777777780000003,0.488888889,0.555555556,1.0,0.406666667,5,20,1,1,3,Orthodox,172.72,177.8,32,26,-1,-1,2,-4,0,1,-2,2.54,0.0,6,-7.27777778,0.444444444,0.333333333,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Light Heavyweight,MALE,3,-2,2.2375,0.5725,0.375,0.625,0.3125,3,13,0,0,5,Orthodox,187.96,187.96,4,1.4166666669999999,0.34,0.833333333,0.5,0.193333333,1,8,0,0,5,Orthodox,195.58,200.66,25,29,-6,0,-2,5,0,0,0,-7.62,-12.7,-4,8.20833333,-0.458333333,0.125,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Middleweight,MALE,3,-1,2.0666666670000002,0.4475,0.0,0.833333333,0.125,6,19,0,2,4,Orthodox,182.88,182.88,-1,2.6875,0.4125,0.375,0.0,0.0,3,18,0,2,3,Orthodox,185.42,187.96,31,30,0,1,-3,1,0,0,1,-2.54,-5.08,1,-6.20833333,-0.375,0.833333333,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Featherweight,MALE,3,1,4.6,0.443333333,0.0,0.666666667,0.333333333,1,9,0,2,0,Orthodox,167.64,170.18,-1,3.1,0.334615385,0.230769231,0.384615385,0.223076923,5,27,0,3,5,Orthodox,167.64,177.8,33,29,2,-6,4,-18,0,-1,-5,0.0,-7.62,4,15.0,-0.230769231,0.282051282,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Welterweight,MALE,3,1,2.7,0.71,2.0,6.0,0.66,0,3,0,1,0,Southpaw,175.26,175.26,1,1.442857143,0.398571429,0.285714286,0.428571429,0.214285714,3,11,1,0,4,Orthodox,185.42,190.5,29,28,0,-3,3,-8,-1,1,-4,-10.16,-15.24,1,12.57142857,1.714285714,5.571428571,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Bantamweight,MALE,3,-1,1.7,0.34,0.0,0.0,0.0,1,1,0,0,0,Orthodox,167.64,167.64,-1,1.0,0.17,0.0,0.0,0.0,1,1,0,0,0,Orthodox,167.64,172.72,33,29,0,0,0,0,0,0,0,0.0,-5.08,4,7.0,0.0,0.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Blue,False,Welterweight,MALE,3,-1,3.0,0.53,0.0,0.0,0.0,1,3,0,0,0,Orthodox,185.42,185.42,-1,1.4,0.36,0.0,0.0,0.0,1,1,0,0,0,Southpaw,180.34,187.96,33,28,0,0,0,2,0,0,0,5.08,-2.54,5,16.0,0.0,0.0,20.0,20.0,neither,0.0,0.0,0.0,2012
Red,False,Featherweight,MALE,3,-1,0.2,0.5,0.0,0.0,0.0,1,1,0,0,0,Southpaw,172.72,178.0,-2,4.45,0.31,0.0,1.0,0.33,2,6,0,0,0,Orthodox,175.26,185.42,25,27,1,0,1,-5,0,0,0,-2.54,-7.42,-2,-42.5,0.0,-1.0,20.0,20.0,neither,0.0,0.0,0.0,2012
